,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
30085,0.518,0.9,5,0,0.0481,0.0208,0.00454,0.136,0.707,112.217
30086,0.684,0.246,10,0,0.0656,1.27e-05,0.589,0.13,0.304,103.91
30087,0.498,0.444,7,1,0.0566,0.313,0.00331,0.117,0.336,104.081
30088,0.676,0.687,9,1,0.0405,0.396,0.855,0.107,0.883,131.149
30089,0.731,0.804,11,0,0.0473,0.172,0.00028,0.0685,0.957,107.383
30090,0.465,0.342,5,1,0.0308,0.832,0.559,0.103,0.633,121.314
30091,0.426,0.927,2,1,0.049,0.251,6.32e-05,0.13,0.876,92.857
30092,0.52,0.208,0,1,0.0319,0.84,4.63e-06,0.0996,0.282,90.1
30093,0.6,0.909,1,0,0.0742,0.433,0.0,0.337,0.94,141.678
30094,0.761,0.399,10,0,0.346,0.118,5.22e-05,0.0827,0.488,78.349
30095,0.43,0.422,11,1,0.0375,0.416,4.07e-05,0.158,0.527,136.488
30096,0.148,0.933,0,1,0.0643,0.000269,0.000216,0.261,0.464,204.369
30097,0.569,0.829,1,0,0.0957,0.21,0.493,0.0677,0.822,123.414
30098,0.162,0.288,3,1,0.0392,0.178,0.958,0.122,0.0696,144.845
30099,0.575,0.773,0,1,0.0914,0.135,0.0,0.116,0.69,95.405
30100,0.564,0.81,4,1,0.0764,0.576,0.000724,0.51,0.672,80.345
30101,0.631,0.646,5,1,0.0394,0.0141,1.29e-05,0.386,0.862,115.557
30102,0.483,0.416,7,0,0.0588,0.288,0.0,0.145,0.595,178.175
30103,0.662,0.541,4,0,0.186,0.823,6.37e-06,0.11,0.723,86.388
30104,0.718,0.433,7,1,0.0606,0.264,1.18e-06,0.0594,0.853,126.779
30105,0.522,0.174,9,1,0.0452,0.85,0.000221,0.109,0.126,95.645
30106,0.712,0.667,11,1,0.0626,0.0757,0.0,0.0601,0.94,112.985
30107,0.702,0.327,7,1,0.0375,0.34,0.0416,0.0931,0.55,127.508
30108,0.452,0.239,4,0,0.0463,0.689,0.000195,0.682,0.673,92.399
30109,0.121,0.169,0,1,0.0336,0.554,0.00186,0.0792,0.198,83.063
30110,0.317,0.526,0,0,0.0401,0.29,0.0302,0.438,0.59,115.501
30111,0.736,0.673,2,1,0.103,0.164,7.95e-06,0.222,0.831,130.772
30112,0.386,0.589,5,1,0.12,0.0606,0.156,0.0424,0.933,194.014
30113,0.289,0.347,1,1,0.0357,0.987,0.929,0.106,0.0777,95.935
30114,0.303,0.409,10,1,0.0631,0.558,1.98e-05,0.517,0.248,150.219
30115,0.445,0.196,5,1,0.0415,0.788,0.35,0.115,0.164,69.553
30116,0.493,0.402,2,0,0.0367,0.898,0.926,0.286,0.755,109.82
30117,0.682,0.4,4,1,0.0354,0.0498,0.00629,0.0609,0.961,123.923
30118,0.317,0.434,2,1,0.0266,0.657,0.000166,0.109,0.225,102.33
30119,0.62,0.231,11,1,0.0486,0.961,0.911,0.0741,0.053,104.853
30120,0.463,0.247,0,1,0.0481,0.836,0.0,0.111,0.586,84.366
30121,0.618,0.297,0,1,0.104,0.338,0.00133,0.0876,0.67,76.73
30122,0.652,0.608,1,1,0.0538,0.49,0.0,0.147,0.876,111.465
30123,0.646,0.826,7,0,0.0357,0.127,4.07e-06,0.0785,0.969,134.655
30124,0.378,0.954,2,1,0.0642,0.00288,0.0,0.387,0.644,164.238
30125,0.422,0.955,7,0,0.101,0.0113,0.0458,0.107,0.27,138.041
30126,0.527,0.618,7,0,0.175,0.359,5.98e-06,0.169,0.469,177.001
30127,0.613,0.82,0,1,0.0737,0.181,1.45e-06,0.049,0.465,115.125
30128,0.506,0.227,2,1,0.0528,0.896,8.88e-05,0.111,0.257,111.183
30129,0.329,0.433,6,1,0.0285,0.616,3.42e-06,0.723,0.379,98.843
30130,0.551,0.704,5,1,0.0328,0.519,0.0127,0.104,0.931,101.823
30131,0.557,0.592,11,1,0.0544,0.885,0.109,0.411,0.674,91.647
30132,0.419,0.484,5,1,0.0278,0.405,0.000216,0.21,0.393,96.222
30133,0.335,0.202,1,0,0.0323,0.726,6.63e-06,0.612,0.155,82.022
30134,0.54,0.382,7,1,0.0311,0.457,9.03e-06,0.102,0.53,128.717
30135,0.553,0.482,9,0,0.0343,0.831,0.12,0.784,0.615,120.754
30136,0.613,0.0585,7,1,0.0496,0.0586,0.000786,0.227,0.0381,111.084
30137,0.636,0.415,8,1,0.0502,0.342,0.0,0.231,0.827,106.2
30138,0.349,0.692,1,1,0.0338,0.462,0.00266,0.197,0.952,179.396
30139,0.469,0.048,3,1,0.0502,0.963,0.0,0.118,0.176,129.904
30140,0.735,0.591,2,1,0.0369,0.0662,0.275,0.2,0.922,127.55
30141,0.446,0.48,5,0,0.0376,0.192,0.911,0.101,0.385,96.222
30142,0.869,0.503,2,1,0.0479,0.0818,0.00837,0.187,0.914,112.664
30143,0.284,0.311,10,1,0.0354,0.666,0.000575,0.219,0.264,67.593
30144,0.542,0.68,1,0,0.0442,0.393,0.0,0.449,0.921,105.386
30145,0.634,0.428,9,1,0.0471,0.344,0.00253,0.0997,0.61,120.161
30146,0.496,0.413,2,0,0.053,0.948,0.945,0.0704,0.48,136.69
30147,0.645,0.974,2,1,0.0794,0.242,5.74e-05,0.988,0.818,138.719
30148,0.621,0.293,10,0,0.0373,0.598,0.255,0.126,0.739,102.148
30149,0.179,0.52,6,1,0.0488,0.00156,0.934,0.208,0.0323,90.092
30150,0.658,0.727,10,1,0.0347,0.335,0.00299,0.135,0.96,111.682
30151,0.459,0.486,9,1,0.0304,0.496,1.7e-05,0.3,0.593,85.545
30152,0.479,0.803,2,1,0.228,0.201,1.39e-05,0.198,0.326,92.105
30153,0.76,0.327,5,1,0.0339,0.372,0.00545,0.153,0.813,84.968
30154,0.581,0.599,0,1,0.0457,0.506,0.000628,0.0781,0.695,146.987
30155,0.643,0.719,1,1,0.0426,0.274,3.72e-05,0.0488,0.963,125.338
30156,0.522,0.582,9,1,0.0996,0.335,9.13e-06,0.0521,0.721,188.941
30157,0.291,0.176,5,1,0.0455,0.842,3.05e-06,0.186,0.354,124.847
30158,0.42,0.346,4,0,0.0312,0.794,0.836,0.259,0.553,90.802
30159,0.723,0.596,9,1,0.0308,0.0187,0.00513,0.16,0.962,128.068
30160,0.53,0.717,6,0,0.0623,0.0239,0.000812,0.167,0.764,129.433
30161,0.499,0.359,9,1,0.029,0.849,2.31e-06,0.142,0.35,97.14
30162,0.468,0.0884,2,0,0.0658,0.864,0.883,0.112,0.502,79.182
30163,0.268,0.332,1,1,0.0349,0.938,0.766,0.31,0.299,79.731
30164,0.567,0.444,5,1,0.0515,0.451,0.0,0.546,0.769,88.212
30165,0.353,0.953,2,1,0.0652,0.0674,0.00104,0.304,0.775,179.299
30166,0.52,0.146,3,1,0.0315,0.918,0.00397,0.129,0.497,155.023
30167,0.295,0.72,1,1,0.0634,0.198,0.0467,0.0941,0.222,116.229
30168,0.547,0.176,5,1,0.0297,0.929,3.89e-05,0.133,0.535,106.677
30169,0.465,0.519,5,1,0.0239,0.394,0.00156,0.204,0.881,86.6
30170,0.541,0.437,9,1,0.0327,0.898,0.784,0.139,0.442,124.487
30171,0.463,0.429,0,1,0.0319,0.686,0.00202,0.0696,0.696,88.164
30172,0.414,0.299,10,1,0.0303,0.858,0.212,0.128,0.447,88.516
30173,0.329,0.526,3,1,0.036,0.841,0.000673,0.0849,0.385,96.481
30174,0.307,0.272,5,1,0.0419,0.901,0.00806,0.0738,0.0415,88.919
30175,0.721,0.487,0,0,0.0537,0.503,2.84e-06,0.131,0.692,120.958
30176,0.314,0.544,0,1,0.0288,0.052,0.00712,0.979,0.361,106.597
30177,0.704,0.794,9,1,0.0691,0.472,0.164,0.268,0.655,101.512
30178,0.595,0.561,4,1,0.185,0.629,0.0404,0.094,0.806,75.833
30179,0.628,0.555,6,1,0.0287,0.105,0.0,0.0707,0.607,106.104
30180,0.514,0.937,7,1,0.0564,0.00176,0.000882,0.942,0.701,129.687
30181,0.528,0.988,2,0,0.0927,0.0149,0.71,0.963,0.567,141.902
30182,0.593,0.607,1,1,0.0283,0.147,0.0,0.128,0.953,128.365
30183,0.789,0.671,0,1,0.1,0.199,0.187,0.119,0.502,98.909
30184,0.783,0.878,1,0,0.0308,0.39,0.000778,0.0426,0.885,100.626
30185,0.794,0.427,11,1,0.029,0.334,1.04e-05,0.0703,0.751,105.732
30186,0.207,0.205,1,1,0.0326,1.67e-05,0.961,0.11,0.0368,197.18
30187,0.331,0.33,9,1,0.0411,0.202,0.692,0.173,0.307,132.571
30188,0.539,0.96,9,1,0.113,0.0338,0.00026,0.276,0.66,150.036
30189,0.414,0.26,1,1,0.0792,0.898,0.0,0.696,0.385,82.33
30190,0.208,0.00396,8,1,0.0531,0.98,0.765,0.0906,0.0234,67.568
30191,0.676,0.594,0,1,0.0877,0.141,2.47e-06,0.274,0.941,123.115
30192,0.481,0.519,2,1,0.0503,0.166,0.0,0.104,0.761,79.878
30193,0.412,0.309,11,0,0.0307,0.833,1.24e-05,0.269,0.4,126.422
30194,0.523,0.529,8,1,0.0275,0.267,0.000538,0.109,0.8,126.337
30195,0.226,0.227,7,1,0.0439,0.828,0.602,0.206,0.152,119.188
30196,0.685,0.748,4,0,0.0626,0.202,0.00413,0.345,0.368,137.957
30197,0.45,0.294,7,1,0.0318,0.832,3.53e-05,0.108,0.146,141.148
30198,0.373,0.568,0,1,0.0877,0.351,0.0,0.111,0.755,187.247
30199,0.671,0.109,8,1,0.0678,0.764,0.0,0.112,0.593,85.58
30200,0.467,0.451,10,1,0.0619,0.475,0.00563,0.102,0.918,120.339
30201,0.756,0.578,5,1,0.0338,0.0164,0.122,0.0829,0.801,123.311
30202,0.305,0.125,9,1,0.0489,0.931,0.142,0.105,0.452,89.656
30203,0.701,0.975,2,1,0.0423,0.00337,0.016,0.152,0.941,103.241
30204,0.656,0.234,4,1,0.0431,0.931,0.0926,0.0883,0.351,120.404
30205,0.663,0.326,5,0,0.0797,0.815,0.734,0.142,0.657,115.792
30206,0.533,0.362,4,1,0.0244,0.478,0.245,0.0857,0.45,82.993
30207,0.239,0.0599,10,1,0.0407,0.94,0.935,0.109,0.0723,123.775
30208,0.364,0.627,7,1,0.0354,0.0447,9.06e-05,0.135,0.554,128.461
30209,0.346,0.336,9,1,0.0411,0.984,0.868,0.114,0.0767,126.497
30210,0.799,0.686,8,1,0.112,0.25,0.00224,0.0878,0.974,105.824
30211,0.649,0.314,5,1,0.112,0.818,1.78e-05,0.151,0.594,104.274
30212,0.596,0.643,5,1,0.0316,0.107,0.00173,0.129,0.735,101.484
30213,0.636,0.72,5,1,0.0387,0.00722,0.000398,0.139,0.801,130.948
30214,0.71,0.359,1,1,0.0427,0.431,0.00115,0.0961,0.974,134.757
30215,0.55,0.508,7,1,0.0327,0.836,3.69e-05,0.397,0.896,150.975
30216,0.705,0.311,0,1,0.0296,0.358,0.0108,0.104,0.537,95.312
30217,0.357,0.44,9,1,0.0302,0.676,0.65,0.336,0.742,180.468
30218,0.56,0.783,5,0,0.0773,0.157,0.0,0.13,0.955,172.449
30219,0.471,0.638,5,1,0.0302,0.312,2.48e-06,0.345,0.679,120.592
30220,0.326,0.119,4,0,0.0359,0.943,0.915,0.0988,0.269,113.045
30221,0.599,0.508,7,1,0.0419,0.436,0.000102,0.224,0.823,79.996
30222,0.768,0.569,0,1,0.0345,0.118,0.0,0.0344,0.961,107.3
30223,0.739,0.842,11,0,0.0702,0.511,8.07e-06,0.0807,0.939,116.26
30224,0.597,0.743,0,1,0.0323,0.288,0.0,0.307,0.965,95.456
30225,0.913,0.481,11,1,0.0998,0.392,7.48e-05,0.0279,0.878,103.62
30226,0.707,0.775,11,0,0.0371,0.124,0.000585,0.154,0.909,126.662
30227,0.602,0.448,9,0,0.0934,0.392,0.016,0.105,0.51,119.755
30228,0.302,0.521,7,1,0.0354,0.72,4.74e-06,0.123,0.364,101.814
30229,0.362,0.641,9,1,0.0421,0.407,0.0201,0.184,0.57,173.743
30230,0.348,0.28,8,1,0.0286,0.422,0.000348,0.0747,0.348,171.63
30231,0.664,0.352,7,1,0.0365,0.745,0.0,0.161,0.843,148.017
30232,0.487,0.742,9,1,0.0846,0.0255,0.126,0.0786,0.572,111.316
30233,0.655,0.438,1,1,0.0463,0.625,3.62e-05,0.0896,0.571,73.394
30234,0.292,0.478,2,1,0.0483,0.00172,0.00209,0.0882,0.226,120.445
30235,0.424,0.0198,3,1,0.0381,0.983,0.798,0.0818,0.0782,99.247
30236,0.733,0.731,0,1,0.0593,0.49,3.4e-05,0.054,0.962,93.616
30237,0.379,0.343,10,1,0.0385,0.806,0.0,0.0991,0.694,184.301
30238,0.671,0.278,6,1,0.0509,0.838,0.29,0.695,0.621,93.791
30239,0.539,0.698,2,1,0.0322,0.458,3.79e-05,0.33,0.653,145.478
30240,0.429,0.564,11,1,0.0268,0.0193,0.000828,0.128,0.276,104.212
30241,0.0932,0.306,0,1,0.0373,0.907,0.784,0.0745,0.0315,72.137
30242,0.433,0.48,8,1,0.464,0.599,0.0401,0.0489,0.173,124.383
30243,0.32,0.486,9,0,0.0384,0.978,0.892,0.824,0.237,107.232
30244,0.407,0.528,6,1,0.043,0.17,0.00212,0.0987,0.438,107.74
30245,0.347,0.733,4,0,0.0478,0.0255,0.00771,0.2,0.577,165.772
30246,0.299,0.697,9,1,0.0368,0.0218,3.65e-06,0.445,0.228,120.708
30247,0.668,0.319,1,0,0.036,0.55,0.0161,0.143,0.404,81.117
30248,0.517,0.241,7,1,0.188,0.747,0.00528,0.104,0.642,202.257
30249,0.226,0.131,0,0,0.0339,0.871,0.925,0.166,0.0901,111.523
30250,0.418,0.564,9,1,0.0311,0.0917,0.0,0.127,0.655,126.475
30251,0.613,0.817,0,1,0.0858,0.0338,1.94e-06,0.083,0.621,119.927
30252,0.572,0.355,9,0,0.0286,0.452,0.0016,0.144,0.51,83.052
30253,0.411,0.372,3,1,0.0255,0.552,0.000273,0.155,0.542,93.717
30254,0.624,0.671,5,1,0.0382,0.618,1.38e-05,0.32,0.201,134.586
30255,0.604,0.749,2,1,0.0381,0.65,0.0277,0.0564,0.889,89.013
30256,0.626,0.648,0,1,0.0477,0.173,0.0,0.108,0.946,88.004
30257,0.443,0.693,9,1,0.0325,0.00756,0.000143,0.356,0.737,146.0
30258,0.729,0.664,1,1,0.0283,0.0712,0.00303,0.343,0.892,122.473
30259,0.443,0.589,5,1,0.0826,0.64,0.00634,0.463,0.721,79.23
30260,0.562,0.213,8,1,0.0841,0.876,1.29e-06,0.104,0.48,152.197
30261,0.565,0.548,8,1,0.0795,0.891,1.94e-05,0.175,0.75,106.971
30262,0.343,0.258,8,1,0.0313,0.386,2.49e-06,0.0574,0.534,173.999
30263,0.56,0.375,1,1,0.0267,0.175,4.64e-06,0.129,0.472,96.955
30264,0.458,0.461,11,0,0.0323,0.712,0.119,0.715,0.58,124.075
30265,0.249,0.834,0,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223
30266,0.759,0.586,11,0,0.056,0.0333,0.00312,0.0743,0.948,154.624
30267,0.465,0.0599,0,1,0.0369,0.961,0.345,0.117,0.183,119.492
30268,0.689,0.344,5,1,0.0353,0.74,0.0,0.0677,0.795,77.621
30269,0.742,0.745,2,0,0.0447,0.554,0.000275,0.0549,0.971,87.988
30270,0.612,0.269,10,1,0.0327,0.956,0.936,0.151,0.507,113.607
30271,0.747,0.544,7,1,0.209,0.0239,0.000524,0.0901,0.84,88.354
30272,0.349,0.93,7,1,0.0661,0.664,8.4e-05,0.149,0.742,184.268
30273,0.721,0.539,10,1,0.351,0.685,0.0,0.282,0.963,102.648
30274,0.528,0.966,4,1,0.0659,0.0875,0.0,0.133,0.609,135.792
30275,0.495,0.53,2,1,0.0446,0.819,0.832,0.533,0.322,123.834
30276,0.33,0.669,2,1,0.0384,0.27,1.8e-06,0.164,0.471,134.621
30277,0.257,0.525,10,0,0.0557,3.69e-05,0.917,0.0752,0.246,136.632
30278,0.592,0.361,6,0,0.0501,0.714,7.83e-05,0.342,0.819,79.963
30279,0.584,0.564,4,1,0.0336,0.411,0.0,0.0751,0.842,144.973
30280,0.481,0.317,0,1,0.036,0.906,0.739,0.172,0.312,127.994
30281,0.362,0.875,11,0,0.141,0.00791,0.22,0.247,0.538,103.606
30282,0.292,0.841,10,0,0.0527,0.0214,4.88e-05,0.116,0.805,83.752
30283,0.692,0.598,9,0,0.0373,0.464,1.2e-06,0.0926,0.519,124.045
30284,0.537,0.595,8,0,0.0442,0.134,0.00294,0.0764,0.698,130.988
30285,0.352,0.368,2,1,0.0357,0.33,2.7e-06,0.0679,0.238,116.745
30286,0.442,0.417,4,1,0.047,0.773,3.54e-06,0.229,0.276,94.233
30287,0.622,0.542,2,1,0.0292,0.0757,1.02e-06,0.0623,0.877,126.133
30288,0.394,0.102,7,1,0.0291,0.878,0.0,0.104,0.236,165.373
30289,0.385,0.32,10,1,0.0284,0.697,0.951,0.122,0.193,137.441
30290,0.761,0.894,7,1,0.0353,0.00274,0.59,0.124,0.878,121.139
30291,0.519,0.228,7,1,0.0272,0.665,0.004,0.131,0.241,81.678
30292,0.569,0.446,2,0,0.0363,0.68,0.0104,0.121,0.704,103.867
30293,0.594,0.542,9,1,0.0289,0.771,0.111,0.666,0.786,117.622
30294,0.516,0.684,9,1,0.0336,0.495,0.0133,0.319,0.877,150.48
30295,0.72,0.715,7,0,0.263,0.369,0.0,0.0928,0.36,113.859
30296,0.838,0.526,1,1,0.178,0.302,0.000152,0.0552,0.892,93.726
30297,0.409,0.72,2,1,0.0404,0.207,0.0,0.0688,0.836,157.005
30298,0.603,0.642,7,0,0.0482,0.147,0.0,0.0691,0.961,100.886
30299,0.636,0.205,2,1,0.0315,0.898,0.0167,0.107,0.582,95.325
30300,0.56,0.855,0,0,0.0529,0.605,0.0,0.0532,0.96,97.097
30301,0.4,0.73,7,1,0.054,0.000968,0.0179,0.0612,0.442,134.602
30302,0.356,0.549,9,1,0.0574,0.35,0.0,0.0583,0.784,78.331
30303,0.373,0.892,0,1,0.116,0.00465,0.946,0.227,0.851,96.15
30304,0.602,0.605,7,0,0.0456,0.1,0.0,0.0554,0.676,77.541
30305,0.688,0.729,2,1,0.0379,0.507,1.25e-06,0.0922,0.764,110.233
30306,0.432,0.389,7,1,0.0255,0.687,0.0107,0.0788,0.158,139.506
30307,0.375,0.336,0,1,0.0308,0.0914,0.0,0.077,0.0759,93.988
30308,0.691,0.613,7,0,0.0481,0.0255,0.625,0.0206,0.838,101.572
30309,0.396,0.142,4,0,0.0346,0.965,0.378,0.106,0.514,99.828
30310,0.541,0.249,2,1,0.0339,0.813,5.59e-05,0.159,0.437,96.802
30311,0.687,0.596,7,1,0.0808,0.729,0.135,0.109,0.791,95.725
30312,0.517,0.168,0,0,0.0463,0.905,0.0376,0.382,0.359,73.299
30313,0.646,0.775,8,1,0.0287,0.175,2.23e-05,0.106,0.953,124.868
30314,0.753,0.84,5,0,0.225,0.519,0.0,0.0746,0.759,136.448
30315,0.587,0.466,1,1,0.041,0.575,8.59e-06,0.0441,0.847,102.647
30316,0.774,0.482,7,1,0.0306,0.218,1.37e-05,0.0454,0.746,114.986
30317,0.819,0.605,2,0,0.132,0.669,0.0163,0.199,0.797,108.892
30318,0.664,0.591,1,1,0.0418,0.155,0.0339,0.164,0.714,100.281
30319,0.617,0.301,9,1,0.0292,0.776,0.0,0.0914,0.664,111.527
30320,0.395,0.0848,0,1,0.0386,0.688,0.455,0.114,0.095,146.612
30321,0.517,0.676,2,0,0.033,0.42,0.000469,0.158,0.591,116.918
30322,0.679,0.728,8,1,0.0378,0.405,0.00261,0.0506,0.852,109.623
30323,0.387,0.631,9,1,0.0672,0.114,0.000593,0.419,0.591,174.413
30324,0.431,0.443,10,0,0.0307,0.256,0.0,0.142,0.576,114.794
30325,0.44,0.655,4,1,0.432,0.627,0.0,0.607,0.899,205.187
30326,0.417,0.0749,7,1,0.0361,0.723,0.936,0.119,0.505,146.03
30327,0.568,0.839,7,1,0.0321,0.00645,7.93e-06,0.419,0.906,141.9
30328,0.587,0.378,9,1,0.0329,0.273,0.902,0.0975,0.304,113.396
30329,0.33,0.571,9,0,0.0332,0.803,2.52e-05,0.0738,0.107,121.769
30330,0.82,0.387,0,1,0.0523,0.0221,9.27e-05,0.138,0.51,128.517
30331,0.723,0.862,2,0,0.0739,0.369,0.00187,0.633,0.621,106.489
30332,0.311,0.0264,0,1,0.037,0.731,0.00205,0.156,0.139,120.653
30333,0.255,0.43,9,1,0.0322,0.546,1.87e-05,0.188,0.546,164.267
30334,0.366,0.254,9,1,0.0275,0.26,3.38e-05,0.0786,0.213,70.389
30335,0.293,0.692,9,1,0.0582,0.191,5.26e-06,0.0902,0.508,182.352
30336,0.381,0.318,2,1,0.0515,0.644,5.54e-05,0.134,0.202,153.639
30337,0.25,0.64,1,1,0.11,0.072,0.682,0.105,0.549,191.472
30338,0.225,0.164,10,1,0.0369,0.967,0.932,0.153,0.0515,76.566
30339,0.384,0.569,3,1,0.0512,0.199,0.000367,0.182,0.538,203.105
30340,0.732,0.731,9,1,0.0333,0.735,2.13e-05,0.037,0.916,106.785
30341,0.565,0.782,9,0,0.0295,0.247,0.827,0.611,0.867,98.672
30342,0.591,0.883,7,1,0.127,0.0362,0.0,0.324,0.49,97.406
30343,0.513,0.396,7,1,0.0299,0.251,0.177,0.11,0.229,140.208
30344,0.158,0.174,2,1,0.0308,0.732,3.03e-05,0.125,0.077,179.26
30345,0.587,0.779,10,1,0.0358,0.735,0.00149,0.315,0.931,105.299
30346,0.838,0.673,2,1,0.0834,0.21,0.0446,0.254,0.965,123.837
30347,0.57,0.623,9,0,0.0363,0.203,0.0,0.0833,0.809,175.002
30348,0.716,0.55,9,1,0.121,0.39,1.8e-05,0.619,0.966,88.82
30349,0.606,0.927,10,1,0.035,0.444,0.00123,0.432,0.873,137.731
30350,0.626,0.572,9,1,0.0326,0.0922,2.17e-06,0.0872,0.886,120.148
30351,0.734,0.42,2,1,0.028,0.188,0.242,0.0826,0.462,94.161
30352,0.57,0.625,8,1,0.0347,0.47,0.0,0.0922,0.962,78.342
30353,0.719,0.657,0,0,0.0259,0.00952,0.0202,0.0875,0.896,105.982
30354,0.419,0.23,10,1,0.0359,0.628,5.85e-06,0.222,0.199,128.892
30355,0.553,0.817,7,1,0.0317,0.0932,3.09e-05,0.134,0.932,149.74
30356,0.711,0.775,0,1,0.047,0.0274,0.0379,0.218,0.963,120.539
30357,0.467,0.728,9,0,0.0513,0.0827,0.129,0.145,0.481,179.335
30358,0.549,0.502,2,0,0.0493,0.223,0.0,0.0622,0.781,85.793
30359,0.436,0.657,5,1,0.0541,0.00975,0.00748,0.0931,0.21,118.693
30360,0.345,0.734,1,0,0.0656,0.647,0.0,0.136,0.738,187.158
30361,0.372,0.52,0,0,0.0354,0.557,0.0,0.687,0.448,154.674
30362,0.597,0.581,3,1,0.0449,0.257,0.0,0.105,0.885,107.202
30363,0.547,0.372,4,0,0.405,0.714,1.96e-06,0.834,0.667,109.544
30364,0.647,0.17,6,1,0.0409,0.703,0.00404,0.141,0.638,121.595
30365,0.51,0.729,9,1,0.0525,0.000235,1.24e-05,0.0995,0.741,135.879
30366,0.537,0.576,9,1,0.0344,0.311,0.0,0.673,0.888,136.369
30367,0.613,0.72,9,1,0.0286,0.0232,0.0,0.239,0.903,115.91
30368,0.392,0.681,0,1,0.0367,0.408,2.31e-05,0.375,0.711,171.162
30369,0.641,0.455,9,1,0.0266,0.0829,0.00187,0.0813,0.683,117.782
30370,0.496,0.09,9,1,0.0848,0.925,0.728,0.173,0.359,71.906
30371,0.527,0.357,4,1,0.0354,0.0295,0.0108,0.0639,0.484,110.462
30372,0.371,0.182,0,0,0.0588,0.927,6.08e-06,0.174,0.486,86.134
30373,0.243,0.36,7,1,0.0359,0.609,0.879,0.077,0.119,131.467
30374,0.357,0.43,4,0,0.0381,0.546,0.0266,0.0845,0.536,140.96
30375,0.678,0.867,7,1,0.0366,0.00391,2.08e-05,0.0941,0.558,120.684
30376,0.304,0.958,7,1,0.044,0.0628,0.0238,0.378,0.691,198.61
30377,0.258,0.653,9,0,0.0408,0.144,0.436,0.186,0.413,140.837
30378,0.587,0.471,2,1,0.0315,0.73,0.000373,0.134,0.339,134.893
30379,0.333,0.662,0,0,0.0478,0.313,0.00453,0.261,0.278,83.416
30380,0.668,0.586,4,1,0.0318,0.254,1.05e-05,0.0805,0.455,115.777
30381,0.792,0.369,0,1,0.0302,0.493,0.798,0.109,0.662,111.195
30382,0.441,0.506,5,0,0.085,0.286,0.0,0.111,0.761,174.959
30383,0.522,0.426,0,1,0.0252,0.603,0.00049,0.147,0.652,108.991
30384,0.285,0.205,5,1,0.0279,0.754,0.966,0.264,0.326,179.764
30385,0.513,0.979,0,1,0.0425,0.0195,0.0951,0.0906,0.94,152.875
30386,0.608,0.428,1,1,0.109,0.263,0.0,0.093,0.881,176.735
30387,0.334,0.24,0,0,0.0327,0.662,8.35e-05,0.634,0.37,94.254
30388,0.472,0.469,7,0,0.0421,0.923,0.799,0.615,0.748,77.095
30389,0.516,0.413,9,1,0.035,0.341,0.253,0.103,0.588,139.524
30390,0.492,0.579,2,0,0.0829,0.686,0.0,0.292,0.76,88.752
30391,0.633,0.934,0,1,0.0344,0.219,0.00021,0.0592,0.963,128.606
30392,0.236,0.115,10,0,0.04,0.987,0.879,0.102,0.0768,176.53
30393,0.723,0.0922,10,1,0.0777,0.966,0.00139,0.101,0.695,135.534
30394,0.567,0.372,9,1,0.0321,0.158,4.52e-05,0.289,0.492,139.391
30395,0.482,0.196,5,1,0.0585,0.739,0.324,0.117,0.875,202.284
30396,0.367,0.127,0,1,0.0388,0.981,0.966,0.0839,0.0616,165.449
30397,0.771,0.818,6,1,0.0666,0.0544,0.0224,0.0913,0.921,131.013
30398,0.628,0.426,7,0,0.03,0.574,0.261,0.148,0.627,80.178
30399,0.633,0.608,2,1,0.0905,0.317,0.00139,0.0788,0.767,100.625
30400,0.312,0.939,0,1,0.0654,0.0395,8.23e-06,0.123,0.709,175.2
30401,0.537,0.82,11,0,0.127,0.256,1.93e-06,0.432,0.881,94.434
30402,0.562,0.503,1,1,0.0335,0.319,0.0,0.163,0.846,127.827
30403,0.639,0.231,0,1,0.0352,0.989,0.0738,0.125,0.403,121.143
30404,0.0739,0.458,5,1,0.036,0.0109,0.0416,0.0884,0.0293,179.373
30405,0.411,0.0784,2,1,0.0409,0.995,0.915,0.112,0.361,107.226
30406,0.61,0.685,11,1,0.0312,0.0952,7.83e-05,0.16,0.893,107.189
30407,0.568,0.634,4,1,0.0282,0.494,0.00281,0.252,0.866,142.686
30408,0.618,0.748,0,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114
30409,0.699,0.632,0,0,0.0505,0.631,0.000372,0.0549,0.768,86.789
30410,0.294,0.319,11,1,0.0303,0.574,0.000106,0.0997,0.313,132.343
30411,0.837,0.663,1,0,0.0401,0.51,0.0188,0.0909,0.973,119.054
30412,0.22,0.361,5,1,0.0277,0.422,0.000311,0.149,0.382,83.133
30413,0.588,0.598,9,1,0.0296,0.0386,5.83e-05,0.107,0.866,123.724
30414,0.798,0.712,0,1,0.0972,0.283,9.26e-06,0.377,0.914,124.767
30415,0.709,0.846,9,1,0.104,0.0406,0.000111,0.141,0.897,101.399
30416,0.565,0.272,4,0,0.0528,0.689,0.982,0.155,0.919,122.132
30417,0.631,0.525,0,0,0.0423,0.00168,0.591,0.0916,0.823,129.054
30418,0.623,0.503,5,1,0.0981,0.786,1.19e-06,0.245,0.402,131.233
30419,0.681,0.935,1,1,0.12,0.16,0.0,0.923,0.813,107.987
