,0
30309,Ain't No SunshineBill Withers
30310,Funny FaceDonna Fargo
30311,La La Peace SongAl Wilson
30312,RX For the BluesMike Bloomfield
30313,AnnabelleDaniel Boone
30314,Love the DreadMikey Dread
30315,California GirlEddie Floyd
30316,Nothing But A BreezeJesse Winchester
30317,Family AffairSly & The Family Stone
30318,One TearEddie Kendricks
30319,Come MondayJimmy Buffett
30320,Voy CreciendoBilly Bond y La Pesada
30321,HappierPaul Anka
30322,When You're In Love With A Beautiful WomanDr. Hook
30323,Cock In My Pocket - Remastered 1976 albumThe Stooges
30324,'Til I Come Home Again Once MoreThe Web
30325,Junk Food JunkieLarry Groce
30326,The Ten Years WaltzThe Dillards
30327,Oh La De DaThe Staple Singers
30328,Being Sucked in Again - 2006 Remastered VersionWire
30329,La ballata di Sacco e Vanzetti - Version 2Ennio Morricone
30330,Sufferation - RemasteredYabby You
30331,OpenSmokey Robinson
30332,The First Time Ever I Saw Your FaceRoberta Flack
30333,"Take Me Home, Country RoadsJohn Denver"
30334,He Ain't Heavy...He's My BrotherNeil Diamond
30335,It's LateQueen
30336,Waking Up AlonePaul Williams
30337,Ghost Rider - 2019 - RemasterSuicide
30338,NuvolaoFranco D'Andrea
30339,Love Is The AnswerEngland Dan & John Ford Coley
30340,It Do Feel GoodDonna Fargo
30341,The FezSteely Dan
30342,Planté Comme Un PrivéAsphalt Jungle
30343,Knockin' On Heaven's DoorBob Dylan
30344,I Only Have Eyes For YouArt Garfunkel
30345,"Guaguancó RaroRicardo ""Richie"" Ray"
30346,Row FishermanWailing Souls
30347,Time For Livin'Sly & The Family Stone
30348,Ive Brussell (feat. Caetano Veloso)Jorge Ben Jor
30349,Don't Try To Lay No Boogie-Woogie On The King Of Rock And RollJohn Baldry
30350,It's O.k.The Beach Boys
30351,Oh HoneyDelegation
30352,Keeper Of The CastleFour Tops
30353,SpookyAtlanta Rhythm Section
30354,September Morn'Neil Diamond
30355,Slip AwayIan Lloyd
30356,Oh My MyRingo Starr
30357,News Background (A)Sammy Burdson
30358,Flor de LisDjavan
30359,Long TimeBoston
30360,Only LoveBill Quateman
30361,Together Let's Find LoveThe 5th Dimension
30362,Freedom For The StallionThe Hues Corporation
30363,Great Gospel Blues (Right on That Shore)Big Joe Williams
30364,Lei NaniGabby Pahinui
30365,Gimme Your Money PleaseBachman-Turner Overdrive
30366,Cançó de la LlumAl Tall
30367,Falling Apart At The SeamsMarmalade
30368,I Am WomanHelen Reddy
30369,Makin' LoveClimax Blues Band
30370,Blues For ChesterHubert Sumlin
30371,Lonely BluesWillie Mabon
30372,La Città SognataTito Schipa Jr.
30373,Mannequins Come ForthPino Donaggio
30374,Attaining - Take 3 / Complete VersionJohn Coltrane
30375,Don't Turn The Light OutCliff Richard
30376,Ain't Got a ClueThe Lurkers
30377,"Dirt - Live From The Agora Ballroom, Cleveland, OH / 1977Iggy Pop"
30378,Des kannst net machn - RemasteredWolfgang Ambros
30379,This Moment In TimeEngelbert Humperdinck
30380,Dias Iguais (Day After Day)Leno e Lilian
30381,HunkDe Wolfe Music
30382,Força do Nome de MãeTeixeirinha
30383,Pu'uanahuluGabby Pahinui
30384,estate a ParigiArawak
30385,Saturday Night's Alright For FightingElton John
30386,One Of A Kind (Love Affair)The Spinners
30387,Lonely DaysBee Gees
30388,LappingDe Wolfe Music
30389,Red ClayFreddie Hubbard
30390,Sevilla eres bellaLos Del Guadalquivir
30391,Brown SugarThe Rolling Stones
30392,For youMieczysław Kosz
30393,Desert Blues - Big Chief Buffalo NickelLeon Redbone
30394,Homely GirlThe Chi-lites
30395,In the SwingAlan Moorhouse
30396,"Evening (quiet, romantic feelings, soft air)Deuter"
30397,ContactEdwin Starr
30398,Ghetto WomanB.B. King
30399,EmmaHot Chocolate
30400,Jim DandyBlack Oak Arkansas
30401,Mary JaneRick James
30402,Cracklin' RosieNeil Diamond
30403,Y Hay Que Andar (And We Must Go On)Pablo Milanés
30404,Musique Pour Le Reve Et L'amourAriel Kalma
30405,Horizon: Section No. 91Simeon ten Holt
30406,Gypsy WomanBrian Hyland
30407,Peaceful Easy FeelingEagles
30408,RoxanneThe Police
30409,AdelaEl Gran Combo De Puerto Rico
30410,Even NowBarry Manilow
30411,ProtheseCluster
30412,Goodbye To LoveCarpenters
30413,Lonely BoyAndrew Gold
30414,A World Without MusicArchie Bell & The Drells
30415,Slippery When WetCommodores
30416,Viva alleluja (2° versione)Stelvio Cipriani
30417,I (Who Have Nothing)Sylvester
30418,"God, That's Good!Stephen Sondheim"
30419,Mighty HighMighty Clouds Of Joy
30420,Mercy - 2006 Remastered VersionWire
30421,Silly MillyBlue Swede
30422,The Lovin' blues (Live)Mississippi Fred McDowell
30423,Lullaby For HeleneBill Evans
30424,Dancing In The MoonlightKing Harvest
30425,DuncanPaul Simon
30426,My Sweet LadyJohn Denver
30427,Bang A Gong (Get It On)T. Rex
30428,Days Of OldSunnyland Slim
30429,Dame VenenoLas Grecas
30430,Makin' The Best Of A Bad SituationDick Feller
30431,Cançó de CarrerRamon Muntaner
30432,Playground In My MindClint Holmes
30433,Barbers Saloon - ExtendedMikey Dread
30434,Song #3John Fahey
30435,That'll Be The DayLinda Ronstadt
30436,Viva ZapátriaMPB4
30437,Mode nouvelle des modalités IICatherine Christer Hennix
30438,EternelleBrigitte Fontaine
30439,RealityJames Brown
30440,That's The Way I've Always Heard It Should BeCarly Simon
30441,Out in the DarkThe Lurkers
30442,SongbirdBarbra Streisand
30443,Bhimpalasri Slow Rupak TalNikhil Banerjee
30444,Working Girl BluesHazel Dickens
30445,Expresso 2222Gilberto Gil
30446,Heartache TonightEagles
30447,Black ByrdDonald Byrd
30448,Lizzie And The RainmanTanya Tucker
30449,Native New YorkerOdyssey
30450,The India SongBig Star
30451,The PerfectionistSaga
30452,"EvilEarth, Wind & Fire"
30453,(For You) I'd Chase a Rainbowkalapana
30454,Burnin' SkyBad Company
30455,"Love's Lines, Angles And RhymesThe 5th Dimension"
30456,Pequeña Serenata DiurnaSilvio Rodríguez
30457,Fourth Chakra Keynote F (Green) - (Bonus Version) (Remastered)Steven Halpern
30458,Last Tango in Paris (Jazz - 2nd Version)Gato Barbieri
30459,A Child's SongWill Ackerman
30460,A Cowboys Work Is Never DoneSonny & Cher
30461,Love Is AllEngelbert Humperdinck
30462,The Way We Were/try To RememberGladys Knight And The Pips
30463,En un rincón del almaAlberto Cortez
30464,Lady LoveLou Rawls
30465,Lady WriterDire Straits
30466,LiarThree Dog Night
30467,Check It All OutBlack Heat
30468,Inner DreamGordon Giltrap
30469,Anytime (i'll Be There)Paul Anka
30470,Pierre et AgnèsVladimir Cosma
30471,Deep Enough For MeOcean
30472,Totally HotOlivia Newton-John
30473,La La La (If I Had You)Bobby Sherman
30474,Manakalapana
30475,Thank God I'm A Country BoyJohn Denver
30476,Snow Flower - InstrumentalAnanda Shankar
30477,Estúpido Cupido / Banho De Lua / Lacinhos Cor De Rosa - MedleyRaul Seixas
30478,"Auf dem Berge, da wehet der WindTraditional"
30479,Just Don't Want To Be LonelyRonnie Dyson
30480,HeartlessHeart
30481,Indian Love CallRay Stevens
30482,Quatuor pour la fin du Temps: I. Liturgie de cristalOlivier Messiaen
30483,Baby I Love Youkalapana
30484,Wake Up And Be SomebodyBrainstorm
30485,Wasted Days And Wasted NightsFreddy Fender
30486,If I Follow My HeartDennis Brown
30487,Zopf: Giles Farnaby's Dream - 2008 Digital RemasterPenguin Cafe Orchestra
30488,Devil With A Blue DressPratt & McClain
30489,I Do Love YouGQ
30490,O Xote Das MeninasJose Roberto
30491,Is She Really Going Out With Him?Joe Jackson
30492,Love Her MadlyThe Doors
30493,Easy DriverKenny Loggins
30494,Gotta Serve SomebodyBob Dylan
30495,Fixin' to Die BluesBukka White
30496,(Love Is) Thicker Than WaterAndy Gibb
30497,Love In BlossomNino Rota
30498,Pipoca ModernaGilberto Gil
30499,El Día Que los Maniquies Rompan los EscaparatesAguaviva
30500,Aquarela BrasileiraMartinho Da Vila
30501,Disparado Pelo MundoAmado Batista
30502,Walkin' In The RainJay & The Americans
30503,I Don't Blame You At AllSmokey Robinson & The Miracles
30504,Queen Of My SoulAverage White Band
30505,Rhyme Tyme PeopleKool & The Gang
30506,Follow Your Daughter HomeThe Guess Who
30507,Casa De MarimbondoJoão Bosco
30508,Take It Slow (Out In The Country)Lighthouse
30509,Just Too Many PeopleMelissa Manchester
30510,You Ought To Be With MeAl Green
30511,Blues NileJon Hassell
30512,Rhiannon (will You Ever Win)Fleetwood Mac
30513,"Rainbow Bridge - Live At The 4th Annual Telluride Bluegrass And Country Festival, Telluride, CO / June 25-26, 1977New Grass Revival"
30514,A Taste for PassionJean-Luc Ponty
30515,The South's Gonna Do ItThe Charlie Daniels Band
30516,MoondanceVan Morrison
30517,Tater Tate and Allen MundyJohn Hartford
30518,Cançó del FatiJosep Maria Espinàs
30519,(i've Been) Searchin' So LongChicago
30520,The MoocheAksak Maboul
30521,"Wilderness - The Factory, Manchester Live 11 April 1980Joy Division"
30522,WaveAhmad Jamal Trio
30523,SouvenirsVoyage
30524,Skippin' In The Mississippi DewJohn Hartford
30525,Everything Is Good About YouThe Lettermen
30526,My BoyRichard Harris
30527,The Logical SongSupertramp
30528,Punk Ain't Dead - DemoThe Varukers
30529,Rock And Roll Never ForgetsBob Seger
30530,Just Let It ComeAlive 'N Kickin'
30531,Malaguena: Del Convento las CampanasLa Niña de los Peines
30532,AdrienneTommy James
30533,Since You Been GoneHead East
30534,Energy Crisis '74Dickie Goodman
30535,Corrido De Las Once TumbasRamon Ayala Y Sus Bravos Del Norte
30536,Back For A Taste Of Your LoveSyl Johnson
30537,Honey HoneySweet Dreams
30538,VatapáGal Costa
30539,Gettin' AroundGene Ammons
30540,They Can't Take Away Our MusicEric Burdon And War
30541,Daylight And DarknessSmokey Robinson
30542,AnabalinaLas Grecas
30543,Peluquería Queta - 2ª VersiónCarles Benavent
30544,Six White HorsesTommy Cash
30545,Hoo Doo Snake Doctor's BluesJohnny Shines
30546,Samba De Orly (Samba De Fiumicino)Toquinho
30547,Laze In The Morning SunEbony
30548,A Vida em Seus Métodos Diz CalmaDi Melo
30549,"Julie, Do Ya Love MeBobby Sherman"
30550,Dancin' With The AngelsNew Grass Revival
30551,First Girl I LovedJohn Hartford
30552,DreidelDon McLean
30553,Will You Love Me Tomorrow?Melanie
30554,Fish Ain't Bitin'Lamont Dozier
30555,"Come And Go BluesHank Williams, Jr."
30556,Get Up And Get DownThe Dramatics
30557,Natural Natty - 2001 Digital RemasterMighty Diamonds
30558,I Believe In LoveKenny Loggins
30559,Moment By MomentYvonne Elliman
30560,Who Gives a DamnSham 69
30561,Alegria Tu TerásVELHA GUARDA DA PORTELA
30562,Parents (Bonus Track)Charles Strouse
30563,The Bells Of Notre DameEloy
30564,Don't It Make You Wanna Dance?Rusty Wier
30565,Come Into My LifeJimmy Cliff
30566,Wholesale LoveBuddy Miles
30567,In Christ There Is No East Or WestJohn Fahey
30568,Dreamboat AnnieHeart
30569,DiseaseU.K. Subs
30570,Bustin' LooseChuck Brown & The Soul Searchers
30571,Dream WeaverGary Wright
30572,Kaulana Na PuaKeola Beamer
30573,Pretzel LogicSteely Dan
30574,Knock On WoodAmii Stewart
30575,Reason To BeKansas
30576,Eighth of JanuaryEric Weissberg
30577,Sweet Inspiration/Where You LeadBarbra Streisand
30578,Satyagraha: Tolstoy FarmPhilip Glass
30579,Rainy Day - Remasteredkalapana
30580,Ace Of Wands - Remastered 2005Steve Hackett
30581,A Little More LoveOlivia Newton-John
30582,Hush/I'm AliveBlue Swede
30583,Alisa Lovely - Remasteredkalapana
30584,Take Me To The RiverTalking Heads
30585,I Colori Di Dicembre (Laura's Theme I)Pino Donaggio
30586,Disco 9000Johnnie Taylor
30587,Be Thankful For What You GotWilliam DeVaughn
30588,There Goes Another Love SongThe Outlaws
30589,Radar LoveGolden Earring
30590,Stone Walls And Steel BarsThe Stanley Brothers
30591,When I Was DrinkingSonny Terry
30592,My Baby Loves Lovin'White Plains
30593,House At Pooh CornerNitty Gritty Dirt Band
30594,Where Will Your Heart Take YouBuckeye
30595,Is This Me or Is This YouSham 69
30596,A Little Night Music: You Must Meet My WifeStephen Sondheim
30597,Little MaggieBlueridge Mountain Bluegrass Band
30598,Kaulana O Hilo HanakahiHui Ohana
30599,The Rubberband ManThe Spinners
30600,A Festa Do Santo ReisTim Maia
30601,"Knowing Me, Knowing YouABBA"
30602,Flash LightParliament
30603,"StarEarth, Wind & Fire"
30604,Runaround SueLeif Garrett
30605,Ask Me No QuestionsB.B. King
30606,Keep On Tryin'Poco
30607,Preta PretinhaNovos Baianos
30608,PaususSamla Mammas Manna
30609,I Gotcha NowChuck Brown and the Soul Searchers
30610,Spinning Around (I Must Be Falling In Love)The Main Ingredient
30611,Numb EroneThe Residents
30612,Ain't Nothing Like The Real ThingAretha Franklin
30613,SamOlivia Newton-John
30614,Bound to Love Me SometimeTaj Mahal
30615,Vendi os BoisOs Incríveis
30616,The English DanceJohn Renbourn
30617,My Ding-A-LingChuck Berry
30618,The Same ThingWillie Dixon
30619,Dame Tu Querer (Tangos)Chiquetete
30620,Early Morning LoveSammy Johns
30621,You Should Do ItPeter Brown With Betty Wright
30622,Who's Gonna Take The BlameSmokey Robinson & The Miracles
30623,Ball And ChainTommy James
30624,#1 Dee JayGoody Goody
30625,Elegant Gypsy SuiteAl Di Meola
30626,What'd I SayRare Earth
30627,Slow DownJ.B. Lenoir
30628,ImprisonmentEloy
30629,Watching The River FlowBob Dylan
30630,Nada Será Como AntesElis Regina
30631,Starry Crown BluesJ.D. Short
30632,I FallThe Damned
30633,My MusicLoggins & Messina
30634,Day TripperYELLOW MAGIC ORCHESTRA
30635,Africanism/Gimme Some Lovin'Kongas
30636,Love SongAnne Murray
30637,Keep On Doin' What You're Doin'Bobby Byrd
30638,Livin' In The LifeThe Isley Brothers
30639,Tried To LovePeter Frampton
30640,My Little TownSimon & Garfunkel
30641,Love Will Find A Way 1Piero Piccioni
30642,The Jolly Soldier/The Blarney PilgrimAndy Irvine
30643,Something Bugging MeDennis Brown
30644,Peace on EarthEbo Taylor
30645,"La ragione, il cuore, l'amore - Pt.5Ennio Morricone"
30646,Among The TreesMichael Chapman
30647,Once You Hit The RoadDionne Warwick
30648,Lotus - Part I - IVAshra
30649,I Don't Need to Tell HerThe Lurkers
30650,Brutal Ardour (Variation On 'The Canon In D Major' By Johann Pachelbel) - Remastered 2004Brian Eno
30651,(Our Love) Don't Throw It All AwayAndy Gibb
30652,Three Epileptic Folk DancesAksak Maboul
30653,Run Joey RunDavid Geddes
30654,Photo CouleurA3 Dans Le WC
30655,A Man I'll Never BeBoston
30656,Kissin' TimeKISS
30657,Fille De La Ville (La Nuit)François Bréant
30658,LevonElton John
30659,Symphonic Sondheim: Sweeney Todd (From Sweeney Todd: The Demon Barber of Fleet Street)Stephen Sondheim
30660,"Prelude: The Ballad of Sweeney Todd: ""Attend the Tale of Sweeney Todd""Stephen Sondheim"
30661,DreamwakePino Donaggio
30662,The Driving Of The Year NailLeo Kottke
30663,For You And I10cc
30664,G'söchtaWolfgang Ambros
30665,Laughter In The RainNeil Sedaka
30666,Uncle Bob's Barrelhouse BluesMike Bloomfield
30667,Rainy JaneDavy Jones
30668,I've Begun To Fall In LoveR. Stevie Moore
30669,Wonderful BabyDon McLean
30670,Kolyszac sieKrzysztof Sadowski
30671,Ain't Too Proud To BegThe Rolling Stones
30672,The Happiest Girl In The Whole U.S.A.Donna Fargo
30673,Way Back HomeJr. Walker & The All Stars
30674,BrotherJorge Ben Jor
30675,Mama Can't Buy You LoveElton John
30676,MandrillMandrill
30677,WaterfallCarly Simon
30678,"Never, Never, Never (Grande, Grande, Grande)Shirley Bassey"
30679,Peluquería Queta - 1ª VersiónCarles Benavent
30680,The Three MushroomsGilberto Gil
30681,Primacy of NumberPhilip Glass
30682,Absolute Ego Dance - 2018 Bob Ludwig RemasteringYELLOW MAGIC ORCHESTRA
30683,Turning BackAlex de Grassi
30684,Karina (Domingo no Grajaú)Arthur Verocai
30685,Nellie KaneHot Rize
30686,The NightmusicCecilio & Kapono
30687,I Want YouMarvin Gaye
30688,Big FightPrince Far I
30689,If My Heart Could SpeakThe Manhattans
30690,Ya no Te EsperoSilvio Rodríguez
30691,"I'm Sorry, I'm Not DriverLaboratorium"
30692,ChildrenJoe South
30693,Ready Teddy / Hard Headed Woman / Baby I Don't CareRaul Seixas
30694,MIND GAMESJohn Lennon
30695,Fox HuntHerb Alpert & The Tijuana Brass
30696,CompadreTim Maia
30697,That's Not How It GoesBloodstone
30698,Best ThingStyx
30699,Love Talking - Part 2Rare Essence
30700,Rock And Roll LullabyB.J. Thomas
30701,Mission Street BluesDuck Baker
30702,Horizon: Section No. 85Simeon ten Holt
30703,My Forbidden LoverChic
30704,Live And Let DieWings
30705,Drive Her HomeU-Roy
30706,Guess WhoRuby Winters
30707,Only One Love In My LifeRonnie Milsap
30708,Cherry Ball BluesJack Owens
30709,We Ate The ZooFrançois Bréant
30710,Empty SpiritsChris Spheeris
30711,L.A. International AirportSusan Raye
30712,Les palais du MaharadjahGeorges Delerue
30713,"Do It, FluidThe Blackbyrds"
30714,DreamsBuddy Miles
30715,Cançó D'Amor I D'AmistatGuillermina Motta
30716,A partir de mañanaAlberto Cortez
30717,Ain't Nobody HomeB.B. King
30718,Shoot Me (With Your Love)Tasha Thomas
30719,Summer Side Of LifeGordon Lightfoot
30720,Chantilly LaceJerry Lee Lewis
30721,Dreams Are Ten A PennyThe First Class
30722,FramedCheech & Chong
30723,Ando Meio DesligadoOs Mutantes
30724,Passado de GlóriaVELHA GUARDA DA PORTELA
30725,HeartbreakerDolly Parton
30726,Granny Wontcha Smoke Some MarijuanaJohn Hartford
30727,Somewhere In The NightHelen Reddy
30728,Cançó D'Anar a DormirJosep Maria Espinàs
30729,I Want To Be FreeOhio Players
30730,Nevada FighterMichael Nesmith & The First National Band
30731,Last Time I Saw HimDiana Ross
30732,Movin' OnBad Company
30733,The Moon Shines BrightTraditional
30734,AlwaysDe Wolfe Music
30735,Mixing Pot (Tacho)Hermeto Pascoal
30736,Asian Women - Remasteredkalapana
30737,Ange Des OragesPhilip Glass
30738,"To Be Young, Gifted And BlackNina Simone"
30739,Hey BabyJ.J. Cale
30740,Duel In The DustSam Spence
30741,Easy Rider (Let The Wind Pay The Way)Iron Butterfly
30742,Midnight WindJohn Stewart
30743,Cryin' HolyJ.D. Crowe & The New South
30744,Dance IndraAnanda Shankar
30745,Sorriso DelaErasmo Carlos
30746,I Am The Fly - Single VersionWire
30747,Brother LouieStories
30748,"Guns, Guns, GunsThe Guess Who"
30749,The Dance Of AlbionGordon Giltrap
30750,Let It RideBachman-Turner Overdrive
30751,Tokyo Rush - 2019 RemasteringHaruomi Hosono
30752,Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered VersionBuzzcocks
30753,Law of NatureTaeko Onuki
30754,Straight OnHeart
30755,Route 67De Wolfe Music
30756,BreakdownTom Petty And The Heartbreakers
30757,Romeo's TuneSteve Forbert
30758,Ain't Nothing Like The Real ThingDonny & Marie Osmond
30759,Heart Of The NightPoco
30760,Le piègeGeorges Delerue
30761,Black Sandkalapana
30762,Réu ConfessoTim Maia
30763,SohamDeuter
30764,Higher PlaneKool & The Gang
30765,Close Enough For JazzJan Garbarek
30766,Song Sung BlueNeil Diamond
30767,Death Trip - Iggy Pop MixThe Stooges
30768,Cançó D'Anar a L'EscolaJosep Maria Espinàs
30769,L'hélicoptèreJean-Michel Jarre
30770,Partido Alto - Ao VivoMPB4
30771,VictoryEbo Taylor
30772,Hold The LineToto
30773,More Than A FeelingBoston
30774,Space RaceBilly Preston
30775,Só Vou Ficar Por AquiAmado Batista
30776,Dead Finks Don't Talk - 2004 Digital RemasterBrian Eno
30777,Stay/The Load-OutJackson Browne
30778,Blue Collar Man (Long Nights)Styx
30779,A Dose Of Rock 'N' RollRingo Starr
30780,MoonbirdDe Wolfe Music
30781,"Love Canal - 7""Flipper"
30782,"Felicia, My LoveLes Baxter"
30783,JohannaStephen Sondheim
30784,Immigration ManGraham Nash & David Crosby
30785,Whatever Gets You Thru The NightJohn Lennon With The Plastic Ono Nuclear Band
30786,Love JahDennis Brown
30787,Boogie Bands And One Night StandsKathy Dalton
30788,Young BloodRickie Lee Jones
30789,The Clouds Are Full of Wine (Not Whiskey or Rye)Captain Beefheart & His Magic Band
30790,SunrainAshra
30791,Old Aunt KateMike Seeger
30792,Nunca MaisOdair Jose
30793,Who'd She Coo?Ohio Players
30794,Canned HamNorman Greenbaum
30795,Part Of The PlanDan Fogelberg
30796,Holly HolyJr. Walker & The All Stars
30797,Kings And QueensAerosmith
30798,Dessa Vez Não Vou Errar (Chega De Promessas)Reginaldo Rossi
30799,Alone Again OrLove
30800,Make Love To MeHelen Reddy
30801,Me And Baby BrotherWar
30802,Dancing QueenABBA
30803,"Lucky ManEmerson, Lake & Palmer"
30804,Battle Hymn Of Lt. CalleyC Company Featuring Terry Nelson
30805,Wolf City BluesAngel Face
30806,Precious LoveBob Welch
30807,The Great PretenderRaul Seixas
30808,If You're Ready (Come Go With Me)The Staple Singers
30809,What Do I Do - Remasteredkalapana
30810,La Tarara - CanciónCamaron De La Isla
30811,My Best Friend's GirlThe Cars
30812,That Same Old FeelingPickettywitch
30813,Cindy IncidentallyFaces
30814,Concertino da camera for Alto Saxophone and 11 Instruments: 1. Allegro con motoJacques Ibert
30815,Pua Mae 'OleHui Ohana
30816,OjosWillie Colón
30817,See You When I Git ThereLou Rawls
30818,RegenballadeAchim Reichel
30819,Hang LooseMandrill
30820,When We Get MarriedThe Intruders
30821,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)Chic"
30822,Da Ya Think I'm Sexy?Rod Stewart
30823,Everybody's Got The Right To LoveThe Supremes
30824,Save MeDonna McDaniel
30825,StormySantana
30826,Silver MoonMichael Nesmith & The First National Band
30827,Can You Handle It?Graham Central Station
30828,You're Just The Right SizeThe Salsoul Orchestra
30829,Do It ('til You're Satisfied)B.T. Express
30830,Into The MysticJohnny Rivers
30831,Good Thing ManFrank Lucas
30832,992 ArgumentsThe O'Jays
30833,Mini DanseLaurence Vanay
30834,The Shade of the Mango TreeLuiz Bonfá
30835,What Is TruthJohnny Cash
30836,Fox On The RunSweet
30837,Just SeventeenThe Raiders
30838,Dei FotoWolfgang Ambros
30839,De Frente Pro CrimeJoão Bosco
30840,Voice Of The TurtleJohn Fahey
30841,El Tercer JalónLos Troqueros
30842,The WhistlerJethro Tull
30843,Do It BabyThe Miracles
30844,Danse Rituelle TalmouseFrançois Bréant
30845,A Água Negra da LagoaToquinho
30846,Eisenhower BluesJ.B. Lenoir
30847,MujerAmparo Ochoa
30848,Ah! Ngai MatindaVerckys & L'Orchestre Vévé
30849,Move Move MoveAlan Parker
30850,Got To Be RealCheryl Lynn
30851,Ev'ry Time We Say Goodbye - LiveJohn Coltrane
30852,FeelBig Star
30853,Alto Saxophone Sonata in E-Flat Major: II. LebhaftPaul Hindemith
30854,Second Chakra Keynote D (Orange) - (Bonus Version) (Remastered)Steven Halpern
30855,Is Once Enough?Jean-Luc Ponty
30856,Turn To StoneElectric Light Orchestra
30857,Sweet SummerJohn Cameron
30858,Do It In The Name Of LoveBen E. King
30859,Holdin' On To YesterdayAmbrosia
30860,In The Quiet MorningJoan Baez
30861,"Bad, Bad Leroy BrownFrank Sinatra"
30862,Jammin' The BluesHubert Sumlin
30863,Miles AwayFotomaker
30864,LongingCecilio & Kapono
30865,Big Yellow TaxiJoni Mitchell
30866,I've Been Lonely For So LongFrederick Knight
30867,Heavy LoveDavid Ruffin
30868,I Believe YouCarpenters
30869,Step OutThe Mamas & The Papas
30870,Don't Stay Out All NightBilly Boy Arnold
30871,Joseph's DreamJohn Hartford
30872,Besame MuchoJoão Gilberto
30873,Here Comes The SunRichie Havens
30874,I Won't Last A Day Without YouMaureen McGovern
30875,"Les ministres, le savantMichel Legrand"
30876,Explanation Of ListenerR. Stevie Moore
30877,Odofo Nnyi Ekyir BiaraEbo Taylor
30878,Living Next Door To AliceSmokie
30879,Green-Eyed LadySugarloaf
30880,John Maynard - BonusAchim Reichel
30881,Poseidon's CreationEloy
30882,Will You Still Love Me TomorrowRoberta Flack
30883,(I'm Going By) The Stars In Your EyesRon Banks And The Dramatics
30884,The Lord Knows I'm DrinkingCal Smith
30885,Canción del Minero - En Vivo en Radio CubaVictor Jara
30886,"Einstein on the Beach: Act III, Scene 1 - Trail / PrisonPhilip Glass"
30887,Platonic - 2019 RemasteringHaruomi Hosono
30888,Flying HighCommodores
30889,Rickett's HornpipeBill Keith
30890,Up On Cripple CreekThe Band
30891,DesahogoRoberto Carlos
30892,"Down To Seeds And Stems Again Blues - Live (1973/Austin, TX)Commander Cody and His Lost Planet Airmen"
30893,The Sailor's Grave On The PrairieLeo Kottke
30894,PasseggiataI Marc 4
30895,Music From Across The WayJames Last
30896,Fantasma De CantervilleLeón Gieco
30897,Handbags And GladragsChase
30898,Car WashRose Royce
30899,A Good ThingGregory Isaacs
30900,Shoeshine BoyEddie Kendricks
30901,ComplexGary Numan
30902,LongerDan Fogelberg
30903,Quiero contarteTriana
30904,Zen Garden of the Soul Part III - IVSchawkie Roth
30905,I Wish It Was Me You LovedThe Dells
30906,You Stepped Into My LifeMelba Moore
30907,Rockin' SoulThe Hues Corporation
30908,IncoerênciaFábio Jr.
30909,ConfusionElectric Light Orchestra
30910,Where Have You Been All My LifeFotomaker
30911,So Many DaysPinetop Perkins
30912,Satyagraha: The Kuru Field of JusticePhilip Glass
30913,La FemmeAlain Goraguer
30914,Il PinguinoEnnio Morricone
30915,La Cançó del TururutGuillermina Motta
30916,Te QuieroNacha Guevara
30917,Hymn 43Jethro Tull
30918,SeguiciTito Schipa Jr.
30919,Devil In The BottleT.G. Sheppard
30920,"Yank Me, Crank MeTed Nugent"
30921,FloePhilip Glass
30922,(Last Night) I Didn't Get To Sleep At AllThe 5th Dimension
30923,Ain't That A ShameCheap Trick
30924,VisitationGordon Giltrap
30925,Trotz alledem!Wolf Biermann
30926,TVC15David Bowie
30927,Holly HolyNeil Diamond
30928,Falador Passa MalOs Originais Do Samba
30929,Breakfast For TwoCountry Joe McDonald
30930,"Baby, I'm For RealThe Originals"
30931,SuperstitionStevie Wonder
30932,I'll Need You TomorrowThe Kingstonians
30933,Ginseng SullivanNorman Blake
30934,Another Rainy Day In New York CityChicago
30935,PicturesWill Ackerman
30936,That's the Way It Goes (Bonus Track)Charles Strouse
30937,Fandangos - En Vivo Desde El Teatro Real / 1975Paco de Lucía
30938,"Yo No Vendo, Yo No ComproFacundo Cabral"
30939,Don't Make Me OverJennifer Warnes
30940,MargaritavilleJimmy Buffett
30941,Down And Out In New York CityJames Brown
30942,HollywoodCluster
30943,2/1 - Remastered 2004Brian Eno
30944,Porque Já Não Me Mata de uma VezReginaldo Rossi
30945,Time's UpBuzzcocks
30946,Star Children Theme II - (Bonus Version) (Remastered)Steven Halpern
30947,A.B.C.Pasteur Lappe
30948,Schön RosmarinFritz Kreisler
30949,We Got A DreamOcean
30950,De MoelHannes Wader
30951,You Should've ListenedBlack Heat
30952,Lend Me Your LovePinetop Perkins
30953,Solid State Survivor - 2018 Bob Ludwig RemasteringYELLOW MAGIC ORCHESTRA
30954,I Like It Like ThatLoggins & Messina
30955,I've Never Been To MeCharlene
30956,AdventLoriot
30957,Get It While You CanJanis Joplin
30958,Glass - 2018 Yoshinori Sunahara RemasteringYukihiro Takahashi
30959,Run To MeBee Gees
30960,Dog + ButterflyHeart
30961,SuavecitoMalo
30962,I Gotta Let You GoMartha Reeves & The Vandellas
30963,Ballroom BlitzSweet
30964,Love PainsYvonne Elliman
