,target
31393,0
31394,0
31395,0
31396,1
31397,1
31398,1
31399,1
31400,1
31401,0
31402,0
31403,0
31404,0
31405,1
31406,0
31407,1
31408,1
31409,0
31410,1
31411,1
31412,1
31413,1
31414,1
31415,0
31416,0
31417,1
31418,0
31419,0
31420,1
31421,0
31422,0
31423,0
31424,0
31425,1
31426,1
31427,0
31428,0
31429,1
31430,1
31431,1
31432,0
31433,1
31434,0
31435,1
31436,1
31437,0
31438,1
31439,1
31440,0
31441,0
31442,1
31443,1
31444,1
31445,1
31446,0
31447,0
31448,0
31449,1
31450,0
31451,0
31452,1
31453,1
31454,0
31455,1
31456,0
31457,0
31458,0
31459,0
31460,0
31461,1
31462,0
31463,0
31464,0
31465,0
31466,0
31467,1
31468,0
31469,0
31470,0
31471,1
31472,1
31473,0
31474,0
31475,0
31476,1
31477,1
31478,1
31479,1
31480,1
31481,1
31482,1
31483,0
31484,0
31485,1
31486,1
31487,0
31488,1
31489,1
31490,0
31491,0
31492,1
31493,0
31494,0
31495,0
31496,0
31497,1
31498,1
31499,1
31500,0
31501,1
31502,0
31503,0
31504,1
31505,1
31506,0
31507,0
31508,0
31509,0
31510,1
31511,0
31512,1
31513,1
31514,0
31515,0
31516,1
31517,1
31518,0
31519,0
31520,0
31521,0
31522,1
31523,0
31524,1
31525,1
31526,1
31527,1
31528,0
31529,0
31530,1
31531,1
31532,1
31533,1
31534,0
31535,0
31536,1
31537,1
31538,0
31539,1
31540,0
31541,1
31542,1
31543,1
31544,1
31545,0
31546,0
31547,0
31548,0
31549,0
31550,0
31551,0
31552,0
31553,1
31554,0
31555,0
31556,0
31557,1
31558,0
31559,0
31560,1
31561,0
31562,0
31563,1
31564,0
31565,0
31566,0
31567,1
31568,1
31569,0
31570,0
31571,0
31572,0
31573,1
31574,0
31575,0
31576,1
31577,1
31578,1
31579,0
31580,0
31581,0
31582,1
31583,1
31584,1
31585,0
31586,1
31587,1
31588,0
31589,1
31590,0
31591,0
31592,0
31593,1
31594,1
31595,1
31596,0
31597,1
31598,0
31599,1
31600,0
31601,1
31602,1
31603,1
31604,1
31605,0
31606,1
31607,1
31608,1
31609,0
31610,1
31611,1
31612,1
31613,1
31614,0
31615,0
31616,0
31617,1
31618,0
31619,1
31620,1
31621,1
31622,1
31623,0
31624,1
31625,1
31626,1
31627,0
31628,0
31629,0
31630,0
31631,1
31632,0
31633,0
31634,0
31635,1
31636,1
31637,1
31638,0
31639,0
31640,1
31641,0
31642,0
31643,0
31644,0
31645,0
31646,1
31647,0
31648,1
31649,1
31650,0
31651,0
31652,0
31653,1
31654,1
31655,0
31656,1
31657,0
31658,0
31659,0
31660,1
31661,1
31662,0
31663,0
31664,0
31665,0
31666,1
31667,0
31668,1
31669,1
31670,0
31671,1
31672,0
31673,0
31674,0
31675,0
31676,1
31677,1
31678,1
31679,1
31680,0
31681,1
31682,0
31683,0
31684,0
31685,0
31686,0
31687,1
31688,1
31689,0
31690,0
31691,1
31692,0
31693,0
31694,0
31695,1
31696,0
31697,1
31698,0
31699,0
31700,0
31701,0
31702,1
31703,1
31704,0
31705,1
31706,1
31707,1
31708,1
31709,1
31710,0
31711,0
31712,0
31713,0
31714,0
31715,1
31716,0
31717,1
31718,1
31719,0
31720,0
31721,1
31722,1
31723,1
31724,0
31725,1
31726,1
31727,0
31728,1
31729,1
31730,0
31731,0
31732,1
31733,1
31734,1
31735,1
31736,0
31737,1
31738,1
31739,1
31740,1
31741,0
31742,0
31743,0
31744,1
31745,1
31746,0
31747,1
31748,1
31749,0
31750,1
31751,1
31752,0
31753,0
31754,1
31755,1
31756,1
31757,0
31758,0
31759,0
31760,0
31761,0
31762,1
31763,1
31764,0
31765,0
31766,1
31767,0
31768,0
31769,0
31770,1
31771,0
31772,0
31773,1
31774,0
31775,0
31776,0
31777,1
31778,1
31779,0
31780,1
31781,1
31782,0
31783,0
31784,0
31785,1
31786,0
31787,0
31788,1
31789,1
31790,0
31791,1
31792,1
31793,0
31794,0
31795,1
31796,1
31797,0
31798,0
31799,1
31800,1
31801,0
31802,1
31803,1
31804,1
31805,1
31806,0
31807,1
31808,1
31809,1
31810,1
31811,0
31812,1
31813,1
31814,0
31815,1
31816,0
31817,1
31818,1
31819,1
31820,1
31821,0
31822,0
31823,0
31824,0
31825,0
31826,1
31827,0
31828,1
31829,1
31830,1
31831,1
31832,0
31833,1
31834,0
31835,1
31836,0
31837,0
31838,0
31839,0
31840,1
31841,0
31842,1
31843,0
31844,1
31845,0
31846,1
31847,1
31848,1
31849,1
31850,0
31851,1
31852,1
31853,1
31854,1
31855,1
31856,1
31857,0
31858,1
31859,1
31860,1
31861,1
31862,0
31863,0
31864,1
31865,1
31866,1
31867,0
31868,0
31869,0
31870,0
31871,1
31872,0
31873,1
31874,0
31875,0
31876,1
31877,0
31878,0
31879,0
31880,1
31881,1
31882,1
31883,1
31884,0
31885,1
31886,0
31887,1
31888,1
31889,1
31890,0
31891,0
31892,0
31893,1
31894,1
31895,1
31896,0
31897,1
31898,0
31899,1
31900,1
31901,0
31902,1
31903,1
31904,1
31905,1
31906,1
31907,0
31908,0
31909,1
31910,0
31911,0
31912,0
31913,0
31914,1
31915,1
31916,0
31917,1
31918,1
31919,1
31920,1
31921,1
31922,0
31923,1
31924,1
31925,0
31926,1
31927,1
31928,0
31929,1
31930,0
31931,1
31932,1
31933,1
31934,1
31935,0
31936,0
31937,0
31938,0
31939,1
31940,1
31941,0
31942,1
31943,1
31944,0
31945,1
31946,1
31947,0
31948,0
31949,0
31950,0
31951,0
31952,0
31953,1
31954,0
31955,0
31956,1
31957,1
31958,1
31959,1
31960,0
31961,0
31962,0
31963,1
31964,1
31965,1
31966,1
31967,1
31968,0
31969,1
31970,0
31971,0
31972,0
31973,0
31974,0
31975,0
31976,1
31977,1
31978,1
31979,1
31980,1
31981,0
31982,1
31983,1
31984,0
31985,1
31986,1
31987,1
31988,0
31989,0
31990,1
31991,1
31992,1
31993,1
31994,1
31995,1
31996,1
31997,0
31998,1
31999,1
32000,0
32001,0
32002,0
32003,1
32004,1
32005,1
32006,1
32007,1
32008,1
32009,1
32010,0
32011,0
32012,0
32013,0
32014,0
32015,0
32016,0
32017,0
32018,0
32019,1
32020,1
32021,1
32022,1
32023,1
32024,1
32025,1
32026,0
32027,1
32028,0
32029,1
32030,0
32031,0
32032,0
32033,0
32034,0
32035,0
32036,1
32037,0
32038,0
32039,1
32040,1
32041,0
32042,0
32043,1
32044,1
32045,1
32046,1
32047,1
32048,1
32049,1
32050,1
32051,0
32052,1
32053,1
32054,1
32055,0
32056,0
32057,1
32058,0
32059,1
32060,1
32061,1
32062,1
32063,1
32064,1
32065,0
32066,1
32067,0
32068,1
32069,0
32070,0
32071,1
32072,0
32073,1
32074,1
32075,1
32076,1
32077,1
32078,1
32079,0
32080,0
32081,0
32082,0
32083,0
32084,0
32085,1
32086,1
32087,1
32088,1
32089,1
32090,0
32091,1
32092,0
32093,1
32094,0
32095,1
32096,1
32097,0
32098,0
32099,0
32100,1
32101,1
32102,1
32103,0
32104,0
32105,0
32106,1
32107,1
32108,1
32109,1
32110,0
32111,0
32112,0
32113,0
32114,0
32115,1
32116,1
32117,1
32118,1
32119,0
32120,0
32121,0
32122,0
32123,0
32124,0
32125,0
32126,0
32127,0
32128,0
32129,0
32130,1
32131,1
32132,0
32133,1
32134,1
32135,1
32136,1
32137,1
32138,1
32139,1
32140,0
32141,0
32142,1
32143,0
32144,1
32145,1
32146,0
32147,0
32148,0
32149,0
32150,1
32151,1
32152,0
32153,1
32154,0
32155,0
32156,0
32157,1
32158,1
32159,0
32160,1
32161,1
32162,1
32163,1
32164,1
32165,1
32166,1
32167,0
32168,0
32169,0
32170,1
32171,1
32172,0
32173,1
32174,0
32175,0
32176,1
32177,1
32178,0
32179,0
32180,0
32181,1
32182,1
32183,0
32184,1
32185,0
32186,1
32187,0
32188,1
32189,1
32190,0
32191,1
32192,0
32193,1
32194,0
32195,0
32196,1
32197,0
32198,0
32199,1
32200,1
32201,1
32202,1
32203,1
32204,0
32205,0
32206,1
32207,0
32208,0
32209,0
32210,1
32211,0
32212,1
32213,1
32214,0
32215,0
32216,1
32217,1
32218,0
32219,0
32220,0
32221,1
32222,1
32223,1
32224,0
32225,1
32226,0
32227,0
32228,1
32229,1
32230,0
32231,0
32232,1
32233,0
32234,1
32235,1
32236,0
32237,0
32238,1
32239,0
32240,0
32241,0
32242,1
32243,0
32244,0
32245,0
32246,1
32247,0
32248,1
32249,1
32250,0
32251,1
32252,1
32253,1
32254,1
32255,0
32256,0
32257,1
32258,1
32259,1
32260,1
32261,1
32262,0
32263,1
32264,1
32265,0
32266,0
32267,0
32268,0
32269,1
32270,0
32271,0
32272,1
32273,0
32274,1
32275,1
32276,0
32277,1
32278,1
32279,1
32280,0
32281,1
32282,1
32283,0
32284,1
32285,1
32286,1
32287,1
32288,0
32289,0
32290,0
32291,0
32292,1
32293,0
32294,0
32295,0
32296,0
32297,1
32298,1
32299,0
32300,1
32301,1
32302,0
32303,1
32304,1
32305,1
32306,1
32307,0
32308,1
32309,0
32310,0
32311,1
32312,1
32313,0
32314,1
32315,1
32316,0
32317,0
32318,1
32319,1
32320,0
32321,0
32322,0
32323,0
32324,1
32325,1
32326,1
32327,0
32328,0
32329,1
32330,1
32331,0
32332,1
32333,1
32334,1
32335,1
32336,1
32337,1
32338,0
32339,1
32340,0
32341,1
32342,0
32343,0
32344,1
32345,0
32346,1
32347,0
32348,1
32349,0
32350,0
32351,0
32352,0
32353,0
32354,0
32355,0
32356,1
32357,1
32358,1
32359,1
32360,1
32361,0
32362,0
32363,0
32364,0
32365,1
32366,1
32367,0
32368,0
32369,1
32370,0
32371,1
32372,1
32373,0
32374,0
32375,0
32376,0
32377,0
32378,0
32379,0
32380,0
32381,0
32382,1
32383,0
32384,1
32385,0
32386,0
32387,1
32388,1
32389,1
32390,1
32391,0
32392,0
32393,1
32394,0
32395,0
32396,1
32397,1
32398,1
32399,0
32400,0
32401,0
32402,1
32403,0
32404,1
32405,1
32406,1
32407,0
32408,0
32409,0
32410,0
32411,0
32412,0
32413,0
32414,0
32415,1
32416,0
32417,0
32418,1
32419,1
32420,0
32421,1
32422,0
32423,0
32424,1
32425,0
32426,1
32427,0
32428,1
32429,1
32430,1
32431,1
32432,0
32433,0
32434,1
32435,0
32436,1
32437,0
32438,1
32439,0
32440,1
32441,1
32442,1
32443,0
32444,0
32445,1
32446,1
32447,0
32448,0
32449,1
32450,0
32451,0
32452,1
32453,1
32454,0
32455,0
32456,1
32457,1
32458,1
32459,0
32460,1
32461,1
32462,1
32463,1
32464,1
32465,0
32466,0
32467,0
32468,0
32469,0
32470,0
32471,1
32472,0
32473,1
32474,0
32475,1
32476,0
32477,1
32478,1
32479,0
32480,1
32481,0
32482,0
32483,1
32484,1
32485,1
32486,0
32487,0
32488,0
32489,1
32490,1
32491,1
32492,0
32493,0
32494,1
32495,0
32496,1
32497,0
32498,0
32499,0
32500,0
32501,1
32502,0
32503,1
32504,1
32505,0
32506,1
32507,1
32508,1
32509,0
32510,0
32511,0
32512,0
32513,1
32514,0
32515,0
32516,0
32517,0
32518,0
32519,1
32520,1
32521,0
32522,0
32523,0
32524,1
32525,0
32526,0
32527,1
32528,1
32529,1
32530,0
32531,1
32532,1
32533,1
32534,1
32535,1
32536,1
32537,1
32538,1
32539,1
32540,1
32541,0
32542,1
32543,0
32544,1
32545,1
32546,0
32547,0
32548,0
32549,0
32550,1
32551,0
32552,0
32553,0
32554,1
32555,1
32556,1
32557,0
32558,0
32559,1
32560,1
32561,0
32562,0
32563,1
32564,1
32565,0
32566,0
32567,0
32568,0
32569,0
32570,0
32571,0
32572,0
32573,0
32574,0
32575,0
32576,1
32577,1
32578,0
32579,1
32580,0
32581,1
32582,0
32583,1
32584,0
32585,1
32586,1
32587,1
32588,0
32589,0
32590,0
32591,1
32592,1
32593,1
32594,0
32595,1
32596,1
32597,1
32598,0
32599,1
32600,0
32601,0
32602,1
32603,1
32604,0
32605,0
32606,0
32607,0
32608,1
32609,1
32610,1
32611,0
32612,0
32613,1
32614,0
32615,0
32616,1
32617,1
32618,1
32619,0
32620,0
32621,0
32622,0
32623,0
32624,1
32625,0
32626,1
32627,1
32628,0
32629,0
32630,1
32631,1
32632,0
32633,0
32634,1
32635,0
32636,1
32637,0
32638,1
32639,1
32640,0
32641,0
32642,0
32643,0
32644,0
32645,0
32646,1
32647,1
32648,1
32649,1
32650,0
32651,0
32652,0
32653,1
32654,0
32655,0
32656,0
32657,1
32658,1
32659,0
32660,1
32661,0
32662,1
32663,1
32664,1
32665,1
32666,0
32667,0
32668,1
32669,0
32670,0
32671,0
32672,1
32673,1
32674,0
32675,1
32676,0
32677,0
32678,1
32679,1
32680,0
32681,0
32682,1
32683,1
32684,1
32685,0
32686,0
32687,1
32688,0
32689,0
32690,0
32691,0
32692,1
32693,0
32694,1
32695,0
32696,0
32697,1
32698,1
32699,1
32700,1
32701,1
32702,1
32703,0
32704,0
32705,0
32706,0
32707,0
32708,1
32709,0
32710,0
32711,0
32712,1
32713,0
32714,0
32715,1
32716,0
32717,0
32718,1
32719,0
32720,1
32721,1
32722,1
32723,1
32724,1
32725,1
32726,1
32727,0
32728,1
32729,1
32730,0
32731,0
32732,1
32733,1
32734,0
32735,0
32736,1
32737,0
32738,0
32739,0
32740,0
32741,1
32742,1
32743,1
32744,0
32745,0
32746,1
32747,0
32748,0
32749,1
32750,1
32751,1
32752,1
32753,0
32754,1
32755,1
32756,1
32757,1
32758,1
32759,0
32760,0
32761,0
32762,1
32763,1
32764,1
32765,1
32766,1
32767,0
32768,0
32769,1
32770,0
32771,1
32772,1
32773,0
32774,1
32775,0
32776,0
32777,0
32778,1
32779,1
32780,1
32781,0
32782,0
32783,0
32784,0
32785,1
32786,0
32787,0
32788,1
32789,1
32790,1
32791,1
32792,1
32793,1
32794,1
32795,1
32796,1
32797,0
32798,0
32799,1
32800,0
32801,0
32802,1
32803,1
32804,0
32805,0
32806,0
32807,0
32808,0
32809,0
32810,1
32811,1
32812,0
32813,1
32814,0
32815,1
32816,0
32817,1
32818,1
32819,1
32820,1
32821,0
32822,1
32823,1
32824,1
32825,1
32826,0
32827,0
32828,1
32829,0
32830,0
32831,0
32832,1
32833,0
32834,1
32835,1
32836,0
32837,0
32838,1
32839,0
32840,1
32841,1
32842,0
32843,1
32844,1
32845,1
32846,1
32847,0
32848,0
32849,1
32850,0
32851,0
32852,0
32853,0
32854,1
32855,0
32856,0
32857,0
32858,0
32859,0
32860,1
32861,1
32862,0
32863,1
32864,1
32865,0
32866,1
32867,1
32868,0
32869,1
32870,1
32871,0
32872,0
32873,0
32874,0
32875,0
32876,0
32877,0
32878,1
32879,1
32880,0
32881,1
32882,0
32883,0
32884,0
32885,0
32886,1
32887,0
32888,1
32889,0
32890,1
32891,0
32892,1
32893,0
32894,1
32895,0
32896,1
32897,0
32898,0
32899,0
32900,1
32901,0
32902,0
32903,1
32904,0
32905,1
32906,1
32907,1
32908,1
32909,0
32910,1
32911,0
32912,1
32913,1
32914,0
32915,1
32916,1
32917,0
32918,1
32919,0
32920,1
32921,1
32922,1
32923,1
32924,0
32925,0
32926,1
32927,1
32928,0
32929,0
32930,1
32931,1
32932,1
32933,0
32934,0
32935,0
32936,1
32937,0
32938,1
32939,1
32940,1
32941,0
32942,1
32943,1
32944,1
32945,0
32946,0
32947,0
32948,0
32949,0
32950,1
32951,0
32952,1
32953,1
32954,0
32955,0
32956,0
32957,0
32958,1
32959,0
32960,1
32961,0
32962,0
32963,1
32964,0
32965,1
32966,1
32967,1
32968,1
32969,0
32970,0
32971,1
32972,1
32973,0
32974,0
32975,0
32976,0
32977,0
32978,1
32979,0
32980,0
32981,0
32982,0
32983,1
32984,0
32985,0
32986,1
32987,1
32988,1
32989,0
32990,1
32991,0
32992,0
32993,1
32994,0
32995,0
32996,1
32997,0
32998,1
32999,1
33000,0
33001,0
33002,1
33003,1
33004,0
33005,1
33006,1
33007,1
33008,0
33009,1
33010,0
33011,0
33012,1
33013,1
33014,1
33015,0
33016,1
33017,0
33018,1
33019,1
33020,1
33021,0
33022,0
33023,0
33024,1
33025,0
33026,0
33027,1
33028,0
33029,1
33030,1
33031,0
33032,1
33033,1
33034,1
33035,1
33036,0
33037,1
33038,0
33039,1
33040,1
33041,0
33042,0
33043,1
33044,0
33045,1
33046,1
33047,1
33048,1
33049,1
33050,1
33051,0
33052,0
33053,1
33054,1
33055,0
33056,1
33057,0
33058,1
33059,0
33060,0
33061,1
33062,1
33063,1
33064,0
33065,0
33066,0
33067,0
33068,1
33069,1
33070,1
33071,0
33072,0
33073,1
33074,1
33075,0
33076,1
33077,1
33078,1
33079,1
33080,1
33081,1
33082,0
33083,0
33084,0
33085,0
33086,1
33087,0
33088,1
33089,0
33090,0
33091,0
33092,0
33093,0
33094,0
33095,0
33096,0
33097,0
33098,0
33099,0
33100,1
33101,1
33102,0
33103,0
33104,1
33105,0
33106,0
33107,0
33108,0
33109,1
33110,1
33111,1
33112,0
33113,1
33114,0
33115,1
33116,1
33117,0
33118,1
33119,1
33120,1
33121,1
33122,1
33123,0
33124,1
33125,0
33126,1
33127,0
33128,1
33129,0
33130,0
33131,0
33132,0
33133,1
33134,1
33135,1
33136,1
33137,0
33138,1
33139,0
33140,1
33141,1
33142,0
33143,0
33144,0
33145,1
33146,0
33147,1
33148,0
33149,0
33150,0
33151,0
33152,0
33153,0
33154,0
33155,0
33156,0
33157,1
33158,0
33159,0
33160,0
33161,0
33162,0
33163,1
33164,0
33165,0
33166,1
33167,1
33168,1
33169,0
33170,1
33171,1
33172,0
33173,1
33174,0
33175,0
33176,1
33177,1
33178,0
33179,0
33180,0
33181,1
33182,0
33183,1
33184,1
33185,1
33186,1
33187,1
33188,1
33189,0
33190,0
33191,0
33192,1
33193,0
33194,0
33195,0
33196,1
33197,1
33198,0
33199,0
33200,0
33201,0
33202,0
33203,1
33204,1
33205,0
33206,1
33207,0
33208,1
33209,0
33210,1
33211,0
33212,0
33213,1
33214,0
33215,0
33216,0
33217,1
33218,1
33219,1
33220,0
33221,0
33222,0
33223,1
33224,0
33225,1
33226,0
33227,0
33228,0
33229,0
33230,0
33231,1
33232,1
33233,0
33234,1
33235,0
33236,1
33237,0
33238,0
33239,0
33240,1
33241,0
33242,0
33243,1
33244,1
33245,0
33246,1
33247,1
33248,0
33249,1
33250,1
33251,0
33252,1
33253,1
33254,1
33255,0
33256,0
33257,1
33258,0
33259,1
33260,1
33261,0
33262,0
33263,1
33264,0
33265,0
33266,0
33267,1
33268,1
33269,1
33270,1
33271,1
33272,1
33273,1
33274,0
33275,0
33276,0
33277,0
33278,1
33279,1
33280,0
33281,1
33282,1
33283,0
33284,0
33285,1
33286,0
33287,0
33288,1
33289,0
33290,0
33291,0
33292,1
33293,0
33294,1
33295,1
33296,1
33297,1
33298,0
33299,0
33300,1
33301,0
33302,0
33303,0
33304,0
33305,1
33306,1
33307,0
33308,0
33309,0
33310,0
33311,0
33312,0
33313,1
33314,1
33315,0
33316,1
33317,1
33318,0
33319,1
33320,0
33321,0
33322,1
33323,0
33324,1
33325,1
33326,0
33327,1
33328,1
33329,1
33330,1
33331,1
33332,0
33333,1
33334,0
33335,1
33336,1
33337,1
33338,1
33339,1
33340,0
33341,1
33342,0
33343,0
33344,1
33345,1
33346,0
33347,0
33348,1
33349,0
33350,1
33351,1
33352,1
33353,0
33354,0
33355,1
33356,1
33357,1
33358,0
33359,0
33360,1
33361,1
33362,1
33363,0
33364,0
33365,0
33366,1
33367,1
33368,1
33369,0
33370,0
33371,1
33372,1
33373,1
33374,0
33375,1
33376,1
33377,1
33378,0
33379,1
33380,1
33381,1
33382,1
33383,1
33384,0
33385,1
33386,0
33387,1
33388,1
33389,1
33390,1
33391,0
33392,0
33393,1
33394,1
33395,0
33396,1
33397,1
33398,0
33399,1
33400,1
33401,0
33402,1
33403,1
33404,0
33405,0
33406,0
33407,1
33408,0
33409,1
33410,1
33411,0
33412,0
33413,0
33414,0
33415,1
33416,0
33417,0
33418,0
33419,1
33420,0
33421,0
33422,1
33423,1
33424,0
33425,0
33426,1
33427,1
33428,1
33429,1
33430,1
33431,0
33432,1
33433,0
33434,0
33435,0
33436,1
33437,1
33438,1
33439,1
33440,0
33441,0
33442,0
33443,0
33444,0
33445,0
33446,0
33447,1
33448,0
33449,0
33450,1
33451,1
33452,0
33453,0
33454,0
33455,1
33456,0
33457,1
33458,0
33459,1
33460,0
33461,1
33462,0
33463,1
33464,0
33465,0
33466,1
33467,1
33468,0
33469,0
33470,0
33471,0
33472,1
33473,0
33474,1
33475,0
33476,0
33477,0
33478,1
33479,0
33480,1
33481,0
33482,1
33483,0
33484,0
33485,0
33486,0
33487,0
33488,0
33489,1
33490,0
33491,0
33492,0
33493,0
33494,1
33495,0
33496,0
33497,1
33498,0
33499,0
33500,0
33501,1
33502,0
33503,0
33504,0
33505,1
33506,1
33507,0
33508,0
33509,1
33510,1
33511,1
33512,1
33513,0
33514,1
33515,1
33516,0
33517,1
33518,1
33519,1
33520,0
33521,1
33522,0
33523,1
33524,1
33525,1
33526,1
33527,1
33528,0
33529,1
33530,1
33531,0
33532,0
33533,1
33534,0
33535,0
33536,1
33537,0
33538,1
33539,0
33540,1
33541,1
33542,0
33543,0
33544,1
33545,1
33546,1
33547,1
33548,0
33549,1
33550,0
33551,1
33552,0
33553,0
33554,0
33555,1
33556,1
33557,1
33558,0
33559,0
33560,0
33561,0
33562,1
33563,1
33564,0
33565,1
33566,1
33567,1
33568,1
33569,0
33570,0
33571,1
33572,1
33573,1
33574,0
33575,1
33576,1
33577,0
33578,0
33579,0
33580,1
33581,1
33582,0
33583,0
33584,0
33585,1
33586,0
33587,1
33588,0
33589,0
33590,1
33591,0
33592,0
33593,1
33594,0
33595,1
33596,1
33597,1
33598,0
33599,0
33600,1
33601,1
33602,1
33603,0
33604,0
33605,1
33606,1
33607,1
33608,1
33609,0
33610,0
33611,0
33612,0
33613,1
33614,0
33615,0
33616,1
33617,0
33618,0
33619,0
33620,1
33621,0
33622,0
33623,0
33624,1
33625,0
33626,0
33627,1
33628,1
33629,0
33630,1
33631,1
33632,1
33633,1
33634,1
33635,0
33636,0
33637,1
33638,0
33639,1
33640,1
33641,1
33642,0
33643,1
33644,0
33645,1
33646,0
33647,0
33648,0
33649,0
33650,1
33651,1
33652,0
33653,0
33654,0
33655,0
33656,0
33657,1
33658,0
33659,0
33660,1
33661,1
33662,0
33663,1
33664,1
33665,1
33666,0
33667,1
33668,0
33669,1
33670,1
33671,0
33672,1
33673,0
33674,0
33675,1
33676,1
33677,0
33678,0
33679,1
33680,0
33681,0
33682,0
33683,1
33684,1
33685,1
33686,1
33687,1
33688,0
33689,0
33690,0
33691,0
33692,0
33693,0
33694,1
33695,1
33696,1
33697,1
33698,0
33699,1
33700,0
33701,1
33702,0
33703,1
33704,1
33705,1
33706,0
33707,0
33708,1
33709,1
33710,0
33711,0
33712,1
33713,0
33714,1
33715,1
33716,1
33717,1
33718,1
33719,1
33720,1
33721,1
33722,1
33723,1
33724,1
33725,1
33726,1
33727,0
33728,0
33729,0
33730,1
33731,1
33732,0
33733,1
33734,1
33735,1
33736,1
33737,1
33738,1
33739,0
33740,0
33741,0
33742,0
33743,0
33744,1
33745,1
33746,0
33747,0
33748,0
33749,1
33750,0
33751,1
33752,1
33753,1
33754,1
33755,1
33756,0
33757,1
33758,0
33759,1
33760,0
33761,1
33762,0
33763,0
33764,1
33765,1
33766,1
33767,1
33768,1
33769,1
33770,0
33771,0
33772,0
33773,1
33774,1
33775,1
33776,0
33777,1
33778,0
33779,1
33780,1
33781,1
33782,1
33783,0
33784,1
33785,0
33786,0
33787,1
33788,0
33789,1
33790,1
33791,1
33792,1
33793,1
33794,1
33795,1
33796,1
33797,0
33798,1
33799,0
33800,0
33801,0
33802,0
33803,1
33804,0
33805,0
33806,0
33807,0
33808,1
33809,0
33810,0
33811,0
33812,1
33813,0
33814,1
33815,0
33816,1
33817,0
33818,1
33819,0
33820,0
33821,1
33822,1
33823,1
33824,1
33825,1
33826,0
33827,0
33828,0
33829,0
33830,0
33831,1
33832,1
33833,1
33834,0
33835,0
33836,1
33837,0
33838,1
33839,0
33840,0
33841,1
33842,0
33843,0
33844,1
33845,1
33846,1
33847,1
33848,1
33849,0
33850,0
33851,0
33852,0
33853,0
33854,0
33855,0
33856,0
33857,1
33858,1
33859,0
33860,1
33861,0
33862,0
33863,0
33864,0
33865,0
33866,0
33867,0
33868,1
33869,1
33870,1
33871,1
33872,1
33873,1
33874,1
33875,0
33876,0
33877,1
33878,0
33879,1
33880,0
33881,0
33882,0
33883,0
33884,1
33885,1
33886,1
33887,1
33888,1
33889,1
33890,1
33891,0
33892,0
33893,0
33894,0
33895,0
33896,0
33897,0
33898,0
33899,1
33900,1
33901,1
33902,0
33903,1
33904,0
33905,0
33906,0
33907,0
33908,1
33909,0
33910,1
33911,1
33912,1
33913,1
33914,1
33915,1
33916,0
33917,0
33918,0
33919,0
33920,1
33921,0
33922,1
33923,1
33924,0
33925,0
33926,0
33927,0
33928,0
33929,0
33930,1
33931,0
33932,0
33933,0
33934,0
33935,1
33936,1
33937,0
33938,1
33939,1
33940,0
33941,1
33942,0
33943,1
33944,1
33945,0
33946,1
33947,0
33948,1
33949,1
33950,0
33951,0
33952,0
33953,0
33954,0
33955,0
33956,1
33957,1
33958,0
33959,0
33960,1
33961,0
33962,0
33963,1
33964,1
33965,1
33966,1
33967,0
33968,1
33969,1
33970,1
33971,1
33972,1
33973,0
33974,0
33975,0
33976,0
33977,0
33978,1
33979,1
33980,0
33981,1
33982,0
33983,0
33984,1
33985,0
33986,0
33987,0
33988,0
33989,1
33990,0
33991,0
33992,0
33993,0
33994,0
33995,0
33996,0
33997,1
33998,1
33999,1
34000,1
34001,0
34002,0
34003,0
34004,1
34005,1
34006,1
34007,0
34008,0
34009,0
34010,0
34011,1
34012,0
34013,1
34014,0
34015,0
34016,0
34017,0
34018,0
34019,0
34020,0
34021,0
34022,1
34023,1
34024,0
34025,1
34026,1
34027,1
34028,0
34029,1
34030,0
34031,0
34032,0
34033,1
34034,0
34035,1
34036,0
34037,1
34038,0
34039,0
34040,0
34041,0
34042,1
34043,0
34044,1
34045,0
34046,1
34047,0
34048,1
34049,1
34050,1
34051,0
34052,0
34053,0
34054,1
34055,0
34056,0
34057,1
34058,1
34059,0
34060,0
34061,1
34062,0
34063,0
34064,0
34065,1
34066,0
34067,1
34068,1
34069,0
34070,0
34071,1
34072,0
34073,0
34074,0
34075,0
34076,1
34077,1
34078,1
34079,0
34080,1
34081,0
34082,0
34083,1
34084,0
34085,1
34086,1
34087,1
34088,1
34089,0
34090,0
34091,0
34092,0
34093,0
34094,0
34095,0
34096,1
34097,1
34098,0
34099,0
34100,1
34101,0
34102,1
34103,1
34104,1
34105,1
34106,1
34107,1
34108,1
34109,1
34110,1
34111,0
34112,1
34113,1
34114,0
34115,0
34116,0
34117,0
34118,1
34119,1
34120,0
34121,1
34122,0
34123,1
34124,0
34125,0
34126,0
34127,0
34128,0
34129,1
34130,1
34131,1
34132,1
34133,0
34134,0
34135,0
34136,0
34137,0
34138,1
34139,0
34140,1
34141,0
34142,1
34143,0
34144,0
34145,0
34146,1
34147,1
34148,0
34149,1
34150,0
34151,1
34152,1
34153,0
34154,1
34155,0
34156,0
34157,0
34158,0
34159,0
34160,1
34161,0
34162,1
34163,0
34164,0
34165,1
34166,1
34167,1
34168,0
34169,0
34170,1
34171,1
34172,0
34173,0
34174,0
34175,1
34176,0
34177,0
34178,1
34179,1
34180,0
34181,1
34182,0
34183,0
34184,0
34185,0
34186,0
34187,0
34188,0
34189,0
34190,0
34191,1
